4000.Invoice/Item Number,Sum(4000.Sale (Dollars)),,Sum(4000.State Bottle Cost),Sum(4000.State Bottle Retail),CountNonNull(4000.Category Name),CountNonNull(4000.County)
S09274900066,42.78,NaN,9.26,14.26,1,1
S13499300034,42.78,NaN,4.75,7.13,1,1
S25034900021,42.78,NaN,4.75,7.13,1,1
S22231200069,42.76,NaN,14.25,21.38,1,1
S09738800142,42.75,NaN,9.5,14.25,1,1
S17973700049,42.75,NaN,9.5,14.25,1,1
S23388600124,42.75,NaN,9.5,14.25,1,1
S05230600007,42.74,NaN,14.25,21.37,1,1
S07606200053,42.72,NaN,9.5,14.24,1,1
S09547600239,42.72,NaN,9.49,14.24,1,1
S23836000026,42.72,NaN,7.12,10.68,1,1
S22070400166,42.64,NaN,3.55,5.33,1,1
S12185500070,42.54,NaN,9.45,14.18,1,1
S26681200091,42.54,NaN,9.45,14.18,1,1
S04160500155,42.5,NaN,14.17,21.25,1,1
S15241600071,42.3,NaN,4.7,7.05,1,1
S28473700005,42.21,NaN,28.14,42.21,1,1
S11538200036,42.12,NaN,9.36,14.04,1,1
S12628100016,42.1,NaN,14.04,21.05,1,1
S22222100021,42.06,NaN,4.67,7.01,1,1
S04613800012,42,NaN,3.5,5.25,1,1
S08968400011,42,NaN,4.67,7,1,1
S09706900021,42,NaN,4.67,7,1,1
S16287000038,42,NaN,14,21,1,1
S18567100013,42,NaN,3.5,5.25,1,1
S06402000023,41.99,NaN,28,41.99,1,1
S16391200099,41.98,NaN,14,20.99,1,1
S20178000018,41.98,NaN,14,20.99,1,1
S15391300017,41.97,NaN,9.33,13.99,1,1
S18341100019,41.96,NaN,7,10.49,1,1
S05310600034,41.88,NaN,2.33,3.49,1,1
S04196400096,41.68,NaN,13.89,20.84,1,1
S13815100028,41.64,NaN,9.25,13.88,1,1
S23271800022,41.58,NaN,9.24,13.86,1,1
S07582500076,41.52,NaN,4.62,6.92,1,1
S23514300052,41.52,NaN,6.92,10.38,1,1
S06391600052,41.4,NaN,6.9,10.35,1,1
S15048000036,41.4,NaN,6.9,10.35,1,1
S16333300084,41.4,NaN,6.9,10.35,1,1
S27992700007,41.3,NaN,2.75,4.13,1,1
S25092800044,41.25,NaN,27.5,41.25,1,1
S23696100004,41.24,NaN,27.49,41.24,1,1
S03689400017,41.18,NaN,13.73,20.59,1,1
S13612500053,41.18,NaN,13.73,20.59,1,1
S17437300063,41.18,NaN,13.73,20.59,1,1
S16080500131,41.04,NaN,2.28,3.42,1,1
S09483800186,40.98,NaN,4.55,6.83,1,1
S17685400104,40.96,NaN,13.65,20.48,1,1
S03389000004,40.92,NaN,2.27,3.41,1,1
S09243800013,40.92,NaN,2.27,3.41,1,1
S22539700142,40.88,NaN,27.25,40.88,1,1
S26931900007,40.86,NaN,4.54,6.81,1,1
S08820700019,40.8,NaN,4.54,6.8,1,1
S19026200035,40.8,NaN,6.8,10.2,1,1
S19839400012,40.77,NaN,9.06,13.59,1,1
S09895600060,40.62,NaN,13.54,20.31,1,1
S22782100053,40.52,NaN,6.75,10.13,1,1
S24435600007,40.52,NaN,6.75,10.13,1,1
S24992900017,40.52,NaN,6.75,10.13,1,1
S05796400079,40.5,NaN,9,13.5,1,1
S08030500031,40.5,NaN,4.5,6.75,1,1
S11706800014,40.5,NaN,4.5,6.75,1,1
S21691800223,40.5,NaN,3,4.5,1,1
S24553300012,40.5,NaN,27,40.5,1,1
S24621700018,40.5,NaN,13.5,20.25,1,1
S26151300039,40.5,NaN,27,40.5,1,1
S26703400067,40.5,NaN,9,13.5,1,1
S27581200102,40.5,NaN,9,13.5,1,1
S28018100055,40.5,NaN,13.5,20.25,1,1
S29143800013,40.5,NaN,9,13.5,1,1
S15743200096,40.48,NaN,6.75,10.12,1,1
S09531900043,40.47,NaN,8.99,13.49,1,1
S12344300033,40.44,NaN,4.5,6.74,1,1
S24760800016,40.44,NaN,6.74,10.11,1,1
S21684500020,40.29,NaN,8.95,13.43,1,1
S12795600059,40.24,NaN,13.41,20.12,1,1
S16522500023,40.14,NaN,8.92,13.38,1,1
S17099900030,40.14,NaN,8.92,13.38,1,1
S03453000057,40,NaN,13.33,20,1,1
S05778000158,40,NaN,5.33,8,1,1
S25261900091,39.96,NaN,2.22,3.33,1,1
S19835700110,39.93,NaN,8.87,13.31,1,1
S28542900030,39.8,NaN,6.63,9.95,1,1
S03806700059,39.72,NaN,2.21,3.31,1,1
S08012400009,39.72,NaN,2.21,3.31,1,1
S11527900015,39.72,NaN,2.21,3.31,1,1
S05454200036,39.39,NaN,8.75,13.13,1,1
S24465400018,39.39,NaN,8.75,13.13,1,1
S24707800003,39.36,NaN,26.24,39.36,1,1
S06589500068,39.34,NaN,13.11,19.67,1,1
S08721400058,39.34,NaN,13.11,19.67,1,1
S12338900110,39.18,NaN,4.35,6.53,1,1
S26024000015,39.12,NaN,6.52,9.78,1,1
S08590500128,39.08,NaN,6.51,9.77,1,1
S24478500015,39.08,NaN,26.05,39.08,1,1
S25558000006,39.04,NaN,13.01,19.52,1,1
S16006000041,39.03,NaN,8.67,13.01,1,1
S15270300136,39.02,NaN,13.01,19.51,1,1
S16278600024,39,NaN,13,19.5,1,1
S16929400109,39,NaN,13,19.5,1,1
S17119000012,39,NaN,13,19.5,1,1
S27287500159,39,NaN,13,19.5,1,1
S27306200115,39,NaN,6.5,9.75,1,1
S27921200094,39,NaN,6.5,9.75,1,1
S04190700064,38.98,NaN,13,19.49,1,1
S06866700061,38.98,NaN,12.99,19.49,1,1
S07248300014,38.98,NaN,13,19.49,1,1
S08204200022,38.98,NaN,13,19.49,1,1
S11727600033,38.98,NaN,13,19.49,1,1
S12371500051,38.98,NaN,13,19.49,1,1
S12974700026,38.98,NaN,12.99,19.49,1,1
S17778600209,38.98,NaN,13,19.49,1,1
S05382400016,38.97,NaN,8.66,12.99,1,1
S06832500011,38.97,NaN,8.66,12.99,1,1
S20728800019,38.96,NaN,6.49,9.74,1,1
S27155800063,38.96,NaN,6.49,9.74,1,1
S28330000037,38.96,NaN,6.49,9.74,1,1
S03642100047,38.82,NaN,8.62,12.94,1,1
S04010700013,38.7,NaN,4.3,6.45,1,1
S14639100027,38.7,NaN,12.9,19.35,1,1
S29050200001,38.4,NaN,6.4,9.6,,1
S15671000070,38.38,NaN,12.8,19.19,1,1
S05259100120,38.28,NaN,2.13,3.19,1,1
S12424600067,38.26,NaN,12.75,19.13,1,1
S14858900035,38.25,NaN,8.5,12.75,1,1
S06794500129,38.22,NaN,8.5,12.74,1,1
S09352100025,38.22,NaN,8.5,12.74,1,1
S11204900036,38.22,NaN,8.5,12.74,1,1
S11302800002,38.22,NaN,8.5,12.74,1,1
S26205400006,38,NaN,6.25,9.5,1,1
S26380000031,38,NaN,6.25,9.5,1,1
S10667900014,37.98,NaN,12.33,18.99,1,1
S11900100098,37.92,NaN,8.17,12.64,1,1
S21162000055,37.88,NaN,24.5,37.88,1,1
S22463700025,37.88,NaN,25.25,37.88,1,1
S11733300144,37.86,NaN,25.24,37.86,1,1
S17837800183,37.8,NaN,6.3,9.45,1,1
S23570600033,37.8,NaN,6.3,9.45,1,1
S29269900010,37.78,NaN,12.59,18.89,1,1
S16263000084,37.71,NaN,25.14,37.71,1,1
S27906800013,37.62,NaN,12.54,18.81,1,1
S08518600045,37.54,NaN,12.26,18.77,1,1
S15801700056,37.5,NaN,5,7.5,1,1
S17275800098,37.5,NaN,12.5,18.75,1,1
S21738200049,37.5,NaN,12.5,18.75,1,1
S28845800002,37.5,NaN,5,7.5,1,1
S18517600034,37.49,NaN,24.99,37.49,1,1
S08917200020,37.48,NaN,12.49,18.74,1,1
S10013700014,37.48,NaN,12.5,18.74,1,1
S19675100022,37.48,NaN,12.5,18.74,1,1
S08226100006,37.44,NaN,8.32,12.48,1,1
S15831800008,37.44,NaN,8.32,12.48,1,1
S11716100038,37.3,NaN,12.1,18.65,1,1
S05435000008,37.2,NaN,4.96,7.44,1,1
S16466400021,37.2,NaN,12.15,18.6,1,1
S29033400013,37.2,NaN,6.2,9.3,1,1
S27061800018,37.17,NaN,8.26,12.39,1,1
S17854400044,37.14,NaN,8.25,12.38,1,1
S21216400010,37.14,NaN,8.25,12.38,1,1
S21835100086,37.14,NaN,8.25,12.38,1,1
S23536800084,37.14,NaN,8.25,12.38,1,1
S24116400009,37.14,NaN,8.25,12.38,1,1
S25327000073,37.14,NaN,8.25,12.38,1,1
S26668700058,37.14,NaN,8.25,12.38,1,1
S12442600073,37.11,NaN,8.25,12.37,1,1
S18247100055,37.11,NaN,8.25,12.37,1,1
S19476000023,37.11,NaN,8.25,12.37,1,1
S18038100017,37.05,NaN,4.94,7.41,1,1
S09911400033,36.9,NaN,4.1,6.15,1,1
S10241800091,36.9,NaN,12.3,18.45,1,1
S12188300014,36.9,NaN,4.1,6.15,1,1
S13607300027,36.9,NaN,2.46,3.69,1,1
S22713400022,36.81,NaN,8.18,12.27,1,1
S23072400114,36.81,NaN,8.18,12.27,1,1
S16742900013,36.8,NaN,3.07,4.6,1,1
S21504300043,36.76,NaN,12.25,18.38,1,1
S12765900051,36.74,NaN,24.5,36.74,1,1
S06108400054,36.72,NaN,12.24,18.36,1,1
S05573400018,36.7,NaN,12.23,18.35,1,1
S06420800011,36.36,NaN,6.06,9.09,1,1
S25753900015,36.22,NaN,12.07,18.11,1,1
S26015500043,36.22,NaN,12.07,18.11,1,1
S13971600035,36.16,NaN,5.69,9.04,1,1
S20828800013,36.16,NaN,12.05,18.08,1,1
S07161300104,36,NaN,24,36,1,1
S20103000128,36,NaN,7.75,12,1,1
S22176500037,36,NaN,8,12,1,1
S23417500026,36,NaN,8,12,1,1
S23588400012,36,NaN,4,6,1,1
S08589700019,35.99,NaN,23.99,35.99,1,1
S13119700043,35.99,NaN,24,35.99,1,1
S12371800039,35.98,NaN,12,17.99,1,1
S26314500060,35.98,NaN,11.99,17.99,1,1
S27262800019,35.98,NaN,11.99,17.99,1,1
S13363400050,35.85,NaN,7.97,11.95,1,1
S18756600037,35.65,NaN,4.75,7.13,1,1
S22100900145,35.65,NaN,4.75,7.13,1,1
S19787900104,35.52,NaN,2.96,4.44,1,1
S21225500110,35.52,NaN,5.92,8.88,1,1
S27210300007,35.52,NaN,5.92,8.88,1,1
S10187800015,35.48,NaN,11.82,17.74,1,1
S08472500133,35.4,NaN,3.93,5.9,1,1
S18452500060,35.4,NaN,7.7,11.8,1,1
S24093300052,35.37,NaN,7.86,11.79,1,1
S19648900077,35.34,NaN,11.78,17.67,1,1
S13555400025,35.24,NaN,11.75,17.62,1,1
S17110200013,35.24,NaN,11.75,17.62,1,1
S21466400017,35.1,NaN,7.8,11.7,1,1
S22696100049,35.1,NaN,7.8,11.7,1,1
S06950700048,34.96,NaN,23.31,34.96,1,1
S11500500065,34.96,NaN,23.31,34.96,1,1
S04363200043,34.94,NaN,11.65,17.47,1,1
S24575500003,34.92,NaN,3.88,5.82,1,1
S28867100001,34.86,NaN,11.62,17.43,1,1
S06115300086,34.68,NaN,7.59,11.56,1,1
S28866600040,34.66,NaN,11.55,17.33,1,1
S04900200034,34.64,NaN,5.77,8.66,1,1
S05627400146,34.5,NaN,7.67,11.5,1,1
S18557900037,34.5,NaN,11.5,17.25,1,1
S25321400016,34.5,NaN,11.5,17.25,1,1
S26981200102,34.5,NaN,11.5,17.25,1,1
S18341400015,34.48,NaN,11.49,17.24,1,1
S20888200008,34.48,NaN,11.49,17.24,1,1
S24931000013,34.48,NaN,11.49,17.24,1,1
S11633600084,34.47,NaN,7.33,11.49,1,1
S19393700079,34.47,NaN,22.98,34.47,1,1
S16009600015,34.42,NaN,11.47,17.21,1,1
S07089300196,34.38,NaN,3.82,5.73,1,1
S19231000043,34.36,NaN,11.45,17.18,1,1
S21779400055,34.36,NaN,11.45,17.18,1,1
S16080900022,34.29,NaN,7.62,11.43,1,1
S27469400094,34.29,NaN,7.62,11.43,1,1
S05927800159,34.16,NaN,5.69,8.54,1,1
S05247600134,34.1,NaN,4.55,6.82,1,1
S11342300028,33.9,NaN,7.53,11.3,1,1
S15145100080,33.8,NaN,5.3,8.45,1,1
S19274200084,33.8,NaN,5.3,8.45,1,1
S17482200079,33.75,NaN,7.5,11.25,1,1
S20486000014,33.75,NaN,7.5,11.25,1,1
S24329700013,33.75,NaN,7.5,11.25,1,1
S26959000027,33.75,NaN,7.5,11.25,1,1
S13030100196,33.72,NaN,7.5,11.24,1,1
S16853300062,33.72,NaN,7.49,11.24,1,1
S22163100015,33.72,NaN,7.49,11.24,1,1
S22293500054,33.72,NaN,7.49,11.24,1,1
S17709100054,33.7,NaN,4.5,6.74,1,1
S04237300096,33.69,NaN,7.49,11.23,1,1
S09629400016,33.69,NaN,7.49,11.23,1,1
S13776200060,33.58,NaN,11.19,16.79,1,1
S21314800021,33.54,NaN,11.18,16.77,1,1
S03428100058,33.48,NaN,11.16,16.74,1,1
S22194800231,33.46,NaN,11.15,16.73,1,1
S06357900056,33.3,NaN,3.7,5.55,1,1
S23493100011,33.24,NaN,5.54,8.31,1,1
S10647900049,33.12,NaN,7.36,11.04,1,1
S19356100224,33.1,NaN,11.03,16.55,1,1
S07148700227,33.07,NaN,22.05,33.07,1,1
S06983400095,33.04,NaN,5.51,8.26,1,1
S06175800029,33,NaN,3.67,5.5,1,1
S10984700161,33,NaN,22,33,1,1
S15322300070,33,NaN,11,16.5,1,1
S17252700183,33,NaN,5.5,8.25,1,1
S18793100076,33,NaN,11,16.5,1,1
S19974000051,33,NaN,22,33,1,1
S19701500057,32.99,NaN,21.99,32.99,1,1
S10068100058,32.98,NaN,11,16.49,1,1
S21802300127,32.98,NaN,10.99,16.49,1,1
S22091900017,32.98,NaN,10.99,16.49,1,1
S19957300038,32.96,NaN,5.49,8.24,1,1
S27705300052,32.88,NaN,5.48,8.22,1,1
S08380300068,32.84,NaN,5.47,8.21,1,1
S06015500009,32.7,NaN,6.93,10.9,1,1
S04455000021,32.66,NaN,10.89,16.33,1,1
S04689900072,32.66,NaN,10.89,16.33,1,1
S03395700029,32.61,NaN,7.25,10.87,1,1
S15682100046,32.6,NaN,5.44,8.15,1,1
S14051900081,32.52,NaN,10.68,16.26,1,1
S18536700118,32.52,NaN,10.67,16.26,1,1
S23883200022,32.52,NaN,5.42,8.13,1,1
S12952000042,32.5,NaN,10.83,16.25,1,1
S28693600049,32.46,NaN,6.88,10.82,1,1
S04291200027,32.43,NaN,6.87,10.81,1,1
S22305200022,32.4,NaN,7.2,10.8,1,1
S11464100094,32.28,NaN,1.8,2.69,1,1
S08830800047,32.1,NaN,7.13,10.7,1,1
S19836400070,32,NaN,5.33,8,1,1
S27080700056,32,NaN,5.33,8,1,1
S05391800024,31.95,NaN,7.1,10.65,1,1
S14101100012,31.92,NaN,1.77,2.66,1,1
S11830900030,31.9,NaN,10.63,15.95,1,1
S06643300008,31.86,NaN,7.08,10.62,1,1
S05172100106,31.81,NaN,21.21,31.81,1,1
S26006700001,31.74,NaN,10.58,15.87,1,1
S04854100048,31.68,NaN,7.04,10.56,1,1
S05342500007,31.56,NaN,1.76,2.63,1,1
S27581200053,31.53,NaN,21.02,31.53,1,1
S05588000041,31.5,NaN,7,10.5,1,1
S12511500011,31.5,NaN,7,10.5,1,1
S19379600025,31.5,NaN,3.5,5.25,1,1
S20706900104,31.5,NaN,10.5,15.75,1,1
S23166300009,31.5,NaN,3.5,5.25,1,1
S24007700010,31.5,NaN,7,10.5,1,1
S24057000039,31.5,NaN,7,10.5,1,1
S27875500002,31.5,NaN,3.5,5.25,1,1
S28366900037,31.5,NaN,7,10.5,1,1
S29332000010,31.5,NaN,3.5,5.25,1,1
S03866100062,31.48,NaN,10.49,15.74,1,1
S08481900035,31.48,NaN,10.25,15.74,1,1
S18533400123,31.48,NaN,10.5,15.74,1,1
S26873700012,31.48,NaN,10.49,15.74,1,1
S26890200033,31.48,NaN,10.49,15.74,1,1
S27674100006,31.48,NaN,10.49,15.74,1,1
S09067000010,31.47,NaN,7,10.49,1,1
S15465800033,31.41,NaN,6.98,10.47,1,1
S15074200008,31.26,NaN,10.42,15.63,1,1
S04209200034,31.25,NaN,20.83,31.25,1,1
S03726700053,31.24,NaN,10.41,15.62,1,1
S09764500032,31.21,NaN,19.47,31.21,1,1
S03408300190,31.18,NaN,10.39,15.59,1,1
S10185600015,31.18,NaN,10.39,15.59,1,1
S12871800108,31.14,NaN,6.92,10.38,1,1
S15565000051,31.14,NaN,6.92,10.38,1,1
S18070300056,31.14,NaN,20.76,31.14,1,1
S24231100013,31.14,NaN,3.46,5.19,1,1
S27211300029,31.1,NaN,2.07,3.11,1,1
S18351000131,31.08,NaN,3.45,5.18,1,1
S03979500031,31.05,NaN,6.9,10.35,1,1
S06918600055,31.05,NaN,6.9,10.35,1,1
S10436800050,31.05,NaN,6.9,10.35,1,1
S11577400101,31.05,NaN,6.9,10.35,1,1
S14874100052,31.05,NaN,6.9,10.35,1,1
S05417900010,31.04,NaN,9.68,15.52,1,1
S24047000016,30.96,NaN,3.44,5.16,1,1
S09508600010,30.9,NaN,3.44,5.15,1,1
S11985400056,30.87,NaN,20.58,30.87,1,1
S28981200025,30.75,NaN,6.83,10.25,1,1
S08792800017,30.72,NaN,6.82,10.24,1,1
S14884500016,30.72,NaN,6.83,10.24,1,1
S20540000141,30.72,NaN,10.24,15.36,1,1
S21164400042,30.7,NaN,4.09,6.14,1,1
S05847500047,30.66,NaN,10.22,15.33,1,1
S10256600071,30.66,NaN,10.22,15.33,1,1
S23661900065,30.6,NaN,4.08,6.12,1,1
S18966600114,30.48,NaN,6.77,10.16,1,1
S26762900048,30.39,NaN,6.75,10.13,1,1
S27349300151,30.39,NaN,6.75,10.13,1,1
S28237300006,30.39,NaN,6.75,10.13,1,1
S07218300056,30.36,NaN,10.12,15.18,1,1
S07929400010,30.36,NaN,6.75,10.12,1,1
S14658600038,30.36,NaN,3.37,5.06,1,1
S22280000037,30.26,NaN,20.17,30.26,1,1
S14799000065,30.22,NaN,10.07,15.11,1,1
S10554800015,30.15,NaN,6.7,10.05,1,1
S18977600040,30.06,NaN,3.34,5.01,1,1
S07778600143,30.02,NaN,10.01,15.01,1,1
S27961300023,30.02,NaN,20.01,30.02,1,1
S05939200016,30,NaN,6.67,10,1,1
S06617000028,30,NaN,10,15,1,1
S15496400014,30,NaN,6.67,10,1,1
S23302300181,30,NaN,5,7.5,1,1
S25435100040,30,NaN,10,15,1,1
S28270100237,30,NaN,10,15,1,1
S28322400029,30,NaN,10,15,1,1
S28975100075,30,NaN,10,15,1,1
S29260100006,30,NaN,10,15,1,1
S23990500099,29.99,NaN,19.99,29.99,1,1
S28103300023,29.99,NaN,19.99,29.99,1,1
S09216800026,29.98,NaN,10,14.99,1,1
S17229000037,29.98,NaN,10,14.99,1,1
S18147200105,29.98,NaN,10,14.99,1,1
S27599400015,29.97,NaN,19.98,29.97,1,1
S15029900079,29.92,NaN,9.97,14.96,1,1
S24846200222,29.92,NaN,9.97,14.96,1,1
S11229900044,29.79,NaN,6.62,9.93,1,1
S24794700035,29.64,NaN,9.88,14.82,1,1
S18479200180,29.6,NaN,9.87,14.8,1,1
S11899600028,29.54,NaN,9.84,14.77,1,1
S09590300075,29.5,NaN,9.5,14.75,1,1
S23610600039,29.5,NaN,9.83,14.75,1,1
S15663700019,29.4,NaN,6.53,9.8,1,1
S29331500076,29.37,NaN,19.58,29.37,1,1
S10096500035,29.31,NaN,6.51,9.77,1,1
S10278200038,29.3,NaN,9.77,14.65,1,1
S08988400047,29.25,NaN,6.5,9.75,1,1
S24783300056,29.25,NaN,6.5,9.75,1,1
S26953900076,29.25,NaN,6.5,9.75,1,1
S27476800052,29.25,NaN,6.5,9.75,1,1
S28402300040,29.25,NaN,6.5,9.75,1,1
S13992300047,29.24,NaN,19.5,29.24,1,1
S06562100045,29.22,NaN,6.5,9.74,1,1
S10578900087,29.22,NaN,6.5,9.74,1,1
S14895000074,29.22,NaN,6.5,9.74,1,1
S16938000047,29.22,NaN,6.5,9.74,1,1
S23107500015,29.22,NaN,6.49,9.74,1,1
S20317900014,29.18,NaN,19.45,29.18,1,1
S16845300077,29.02,NaN,9.67,14.51,1,1
S11609700028,29,NaN,4.83,7.25,1,1
S04058200139,28.99,NaN,19.33,28.99,1,1
S26025800083,28.98,NaN,3.22,4.83,1,1
S20642700030,28.96,NaN,9.65,14.48,1,1
S22154800013,28.96,NaN,9.65,14.48,1,1
S23385300079,28.96,NaN,9.65,14.48,1,1
S14746800154,28.86,NaN,3.21,4.81,1,1
S29050500001,28.8,NaN,6.4,9.6,,1
S04225000073,28.74,NaN,3.19,4.79,1,1
S19620000020,28.74,NaN,19.16,28.74,1,1
S05577300099,28.71,NaN,6.38,9.57,1,1
S06275000116,28.66,NaN,8.91,14.33,1,1
S07703300091,28.56,NaN,9.52,14.28,1,1
S14684700029,28.56,NaN,6.35,9.52,1,1
S16571800009,28.56,NaN,6.35,9.52,1,1
S12291700020,28.52,NaN,4.75,7.13,1,1
S15893000028,28.52,NaN,4.75,7.13,1,1
S17997400014,28.52,NaN,4.75,7.13,1,1
S04634600132,28.5,NaN,9.5,14.25,1,1
S10293400075,28.5,NaN,9.5,14.25,1,1
S26704400135,28.5,NaN,19,28.5,1,1
S19323200049,28.48,NaN,9.5,14.24,1,1
S07364200029,28.47,NaN,6.25,9.49,1,1
S10009000020,28.44,NaN,4.74,7.11,1,1
S04845500078,28.35,NaN,6.3,9.45,1,1
S06901100081,28.35,NaN,6.3,9.45,1,1
S07242100012,28.35,NaN,6.3,9.45,1,1
S08958600092,28.35,NaN,6.3,9.45,1,1
S09682700167,28.35,NaN,6.3,9.45,1,1
S10462200055,28.35,NaN,6.3,9.45,1,1
S11278600001,28.35,NaN,6.3,9.45,1,1
S13620900047,28.35,NaN,6.3,9.45,1,1
S22968200150,28.35,NaN,6.3,9.45,1,1
S24338100093,28.35,NaN,6.3,9.45,1,1
S25827000122,28.35,NaN,6.3,9.45,1,1
S28327900019,28.35,NaN,6.3,9.45,1,1
S28878500180,28.35,NaN,6.3,9.45,1,1
S29002100096,28.35,NaN,6.3,9.45,1,1
S04215400027,28.34,NaN,18.89,28.34,1,1
S11475300123,28.32,NaN,6.29,9.44,1,1
S12252600006,28.28,NaN,9.43,14.14,1,1
S27815200089,28.26,NaN,9.42,14.13,1,1
S05101300107,28.08,NaN,1.56,2.34,1,1
S08913100136,28.02,NaN,9.34,14.01,1,1
S08987900145,28,NaN,9.33,14,1,1
S12105700018,27.96,NaN,8.48,13.98,1,1
S13270800064,27.96,NaN,8.48,13.98,1,1
S10040400089,27.84,NaN,3.09,4.64,1,1
S17201400132,27.76,NaN,9.25,13.88,1,1
S18693500019,27.75,NaN,6,9.25,1,1
S27895100001,27.75,NaN,18.5,27.75,1,1
S09467400066,27.74,NaN,18.5,27.74,1,1
S10023000115,27.74,NaN,18.5,27.74,1,1
S23585600030,27.74,NaN,18.49,27.74,1,1
S26916300023,27.74,NaN,18.49,27.74,1,1
S18590600039,27.72,NaN,9.24,13.86,1,1
S26194500022,27.72,NaN,9.24,13.86,1,1
S03935100018,27.6,NaN,3.07,4.6,1,1
S26107400154,27.5,NaN,8.83,13.75,1,1
S16323400062,27.25,NaN,3.64,5.45,1,1
S03795400050,27.24,NaN,1.51,2.27,1,1
S09868100142,27.24,NaN,4.54,6.81,1,1
S24065600023,27.24,NaN,4.54,6.81,1,1
S16309300023,27.2,NaN,4.54,6.8,1,1
S18704800027,27.2,NaN,4.54,6.8,1,1
S19356400103,27.18,NaN,9.06,13.59,1,1
S24835000008,27.18,NaN,9.06,13.59,1,1
S10146800075,27.04,NaN,4.51,6.76,1,1
S20243800036,27,NaN,3,4.5,1,1
S19865700076,26.98,NaN,8.99,13.49,1,1
S25422300044,26.98,NaN,8.99,13.49,1,1
S17149600158,26.97,NaN,6,8.99,1,1
S09437900058,26.94,NaN,3,4.49,1,1
S16580500142,26.94,NaN,8.98,13.47,1,1
S17477100032,26.94,NaN,8.98,13.47,1,1
S09503700023,26.92,NaN,8.97,13.46,1,1
S12793200062,26.92,NaN,8.97,13.46,1,1
S20111800011,26.9,NaN,1.8,2.69,1,1
S09044300099,26.8,NaN,4.47,6.7,1,1
S17823000062,26.72,NaN,8.91,13.36,1,1
S20666600066,26.66,NaN,17.77,26.66,1,1
S17081900036,26.64,NaN,5.92,8.88,1,1
S18551900012,26.64,NaN,5.92,8.88,1,1
S28796200019,26.64,NaN,5.92,8.88,1,1
S13943500071,26.62,NaN,8.87,13.31,1,1
S08074900083,26.58,NaN,5.91,8.86,1,1
S04464800044,26.55,NaN,17.37,26.55,1,1
S06388000120,26.52,NaN,4.42,6.63,1,1
S21997500019,26.26,NaN,8.75,13.13,1,1
S12425500054,26.25,NaN,3.5,5.25,1,1
S11293400055,26.1,NaN,17.4,26.1,1,1
S07254600148,26.04,NaN,2.89,4.34,1,1
S18698700142,26.02,NaN,8.67,13.01,1,1
S24968300069,26.02,NaN,8.67,13.01,1,1
S12199600019,26,NaN,4.33,6.5,1,1
S13919000103,25.88,NaN,8.62,12.94,1,1
S16812400017,25.88,NaN,4.31,6.47,1,1
S13409600034,25.86,NaN,5.75,8.62,1,1
S09344500009,25.73,NaN,17.15,25.73,1,1
S21966800054,25.73,NaN,17.15,25.73,1,1
S26491000003,25.73,NaN,17.15,25.73,1,1
S07398200059,25.68,NaN,2.85,4.28,1,1
S03556700002,25.62,NaN,5.69,8.54,1,1
S05004200076,25.62,NaN,8.54,12.81,1,1
S07700000147,25.58,NaN,8.52,12.79,1,1
S23934700115,25.5,NaN,8.5,12.75,1,1
S27369100002,25.5,NaN,17,25.5,1,1
S28542400054,25.5,NaN,8.5,12.75,1,1
S03688600022,25.49,NaN,16.99,25.49,1,1
S09736900047,25.49,NaN,17,25.49,1,1
S10189800024,25.49,NaN,17,25.49,1,1
S09770100081,25.48,NaN,8.5,12.74,1,1
S08669200138,25.37,NaN,16.92,25.37,1,1
S10220100035,25.29,NaN,16.86,25.29,1,1
S11060500144,25.16,NaN,4.19,6.29,1,1
S18123800019,25.05,NaN,3.34,5.01,1,1
S05374300041,24.98,NaN,8.33,12.49,1,1
S17091800017,24.98,NaN,8.33,12.49,1,1
S07661400013,24.8,NaN,3.3,4.96,1,1
S13160300079,24.8,NaN,4.13,6.2,1,1
S26013000040,24.78,NaN,8.26,12.39,1,1
S27193900014,24.78,NaN,8.26,12.39,1,1
S20865900018,24.76,NaN,8.25,12.38,1,1
S27425200014,24.76,NaN,8.25,12.38,1,1
S28103700018,24.76,NaN,8.25,12.38,1,1
S28481400011,24.76,NaN,8.25,12.38,1,1
S05966500006,24.75,NaN,5.5,8.25,1,1
S16534800020,24.75,NaN,5.5,8.25,1,1
S18101500135,24.75,NaN,5.5,8.25,1,1
S24377700071,24.75,NaN,5.5,8.25,1,1
S12794400029,24.74,NaN,8.25,12.37,1,1
S19700600167,24.74,NaN,8.25,12.37,1,1
S03395800163,24.72,NaN,5.49,8.24,1,1
S06631000235,24.72,NaN,5.49,8.24,1,1
S09544900023,24.72,NaN,5.49,8.24,1,1
S19035000050,24.66,NaN,5.48,8.22,1,1
S23712900054,24.66,NaN,5.48,8.22,1,1
S23089800017,24.6,NaN,8.2,12.3,1,1
S18116500024,24.56,NaN,4.09,6.14,1,1
S12783200126,24.52,NaN,8.17,12.26,1,1
S08856600073,24.45,NaN,5.44,8.15,1,1
S12042600045,24.4,NaN,8.13,12.2,1,1
S21666200215,24.28,NaN,8.09,12.14,1,1
S18997500047,24,NaN,8,12,1,1
S23175300173,24,NaN,7.33,12,1,1
S23791900026,24,NaN,2,3,1,1
S29100400125,24,NaN,8,12,1,1
S10470100020,23.98,NaN,7.33,11.99,1,1
S05930300062,23.95,NaN,3.19,4.79,1,1
